ID,MODEM_NUMBER,STATUS,ERROR,ERROR_CODE,MSISDN,SENT,MODEM_INDEX_I2C,TIMESTAMP,NETWORK,USE_CALL,USE_SMS,IS_LOOPBACK_MSISDN,MODEM_MSISDN,MODEL,IMEI,IMSI,REGISTRATION_STATUS,OPERATOR,RAT,ARFCN,BSIC,PSC,PCI,MCC,MNC,LAC,CELL_ID,RSSI,SNR,CALL_RESULT,SMS_RESULT,LATITUDE,LONGITUDE,ALTITUDE,SESSION_NAME
497,1,IDLE,,0,+56962515275,0,1,2026-01-28 11:09:43,auto,1,0,0,+56912345601,Quectel EG25,867929068522976,730011455845956,5,Operator X,LTE,9072,,,62,730,02,9783,644490,-89,-10,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
498,2,IDLE,,0,+56962515275,0,2,2026-01-28 11:09:43,auto,1,0,0,+56912345602,Quectel EG25,867929068581799,730011455848735,1,Operator X,LTE,9837,,,19,730,02,8476,195227,-70,-11,"[""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
499,3,IDLE,,0,+56962515275,0,3,2026-01-28 11:09:43,auto,1,0,0,+56912345603,Quectel EG25,867929068594246,730011455848953,5,Operator X,LTE,9059,,,15,730,02,2120,225887,-80,-13,"[""OK"", ""OK""]",,32.09820,34.84780,,Default_Session
500,4,IDLE,,0,+56962515275,0,4,2026-01-28 11:09:43,auto,1,0,0,+56912345604,Quectel EG25,867929068569511,730011455846387,1,Operator X,LTE,9848,,,63,730,02,2793,858276,-92,-15,"[""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
501,5,IDLE,,0,+56962515275,0,5,2026-01-28 11:09:43,auto,1,0,0,+56912345605,Quectel EG25,867929068554945,730011455845174,5,Operator X,LTE,9269,,,20,730,02,1266,676620,-99,-9,"[""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
502,6,IDLE,,0,+56962515275,0,6,2026-01-28 11:09:43,auto,1,0,0,+56912345606,Quectel EG25,867929068545540,730011455846198,3,Operator X,LTE,9281,,,1,730,02,8640,861536,-50,-12,"[""OK"", ""OK""]",,32.09820,34.84780,,Default_Session
503,7,IDLE,,0,+56962515275,0,7,2026-01-28 11:09:43,auto,1,0,0,+56912345607,Quectel EG25,867929068578618,730011455849799,3,Operator X,LTE,9900,,,89,730,02,7033,175021,-91,-16,"[""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
504,8,IDLE,,0,+56962515275,0,8,2026-01-28 11:09:43,auto,1,0,0,+56912345608,Quectel EG25,867929068522705,730011455844514,3,Operator X,LTE,9923,,,17,730,02,2258,815432,-109,-8,"[""OK"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
505,9,IDLE,,0,+56962515275,0,9,2026-01-28 11:09:43,auto,1,0,0,+56912345609,Quectel EG25,867929068513520,730011455843694,1,Operator X,LTE,9749,,,73,730,02,6344,622193,-75,-8,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
506,10,IDLE,,0,+56962515275,0,10,2026-01-28 11:09:43,auto,1,0,0,+56912345610,Quectel EG25,867929068555124,730011455847657,1,Operator X,LTE,9003,,,42,730,02,7039,363288,-115,-20,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
487,1,IDLE,,0,+56962515275,0,1,2026-01-28 11:09:40,auto,1,0,0,+56912345601,Quectel EG25,867929068563268,730011455843593,1,Operator X,LTE,9229,,,16,730,02,8036,854537,-103,-13,"[""OK"", ""OK""]",,32.09820,34.84780,,Default_Session
488,2,IDLE,,0,+56962515275,0,2,2026-01-28 11:09:40,auto,1,0,0,+56912345602,Quectel EG25,867929068549613,730011455844858,1,Operator X,LTE,9044,,,56,730,02,6648,619889,-104,-20,"[""OK"", ""OK""]",,32.09820,34.84780,,Default_Session
489,3,IDLE,,0,+56962515275,0,3,2026-01-28 11:09:40,auto,1,0,0,+56912345603,Quectel EG25,867929068594111,730011455843260,1,Operator X,LTE,9525,,,74,730,02,5741,735704,-51,-5,"[""OK"", ""OK""]",,32.09820,34.84780,,Default_Session
490,4,IDLE,,0,+56962515275,0,4,2026-01-28 11:09:40,auto,1,0,0,+56912345604,Quectel EG25,867929068554096,730011455842438,1,Operator X,LTE,9046,,,11,730,02,4565,355272,-64,-7,"[""OK"", ""OK""]",,32.09820,34.84780,,Default_Session
491,5,IDLE,,0,+56962515275,0,5,2026-01-28 11:09:40,auto,1,0,0,+56912345605,Quectel EG25,867929068562637,730011455847497,1,Operator X,LTE,9319,,,77,730,02,9266,449829,-111,-3,"[""OK"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
492,6,IDLE,,0,+56962515275,0,6,2026-01-28 11:09:40,auto,1,0,0,+56912345606,Quectel EG25,867929068570230,730011455843458,1,Operator X,LTE,9820,,,54,730,02,2027,338901,-96,-12,"[""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
493,7,IDLE,,0,+56962515275,0,7,2026-01-28 11:09:40,auto,1,0,0,+56912345607,Quectel EG25,867929068559557,730011455848339,1,Operator X,LTE,9631,,,91,730,02,4830,795462,-64,-9,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
494,8,IDLE,,0,+56962515275,0,8,2026-01-28 11:09:40,auto,1,0,0,+56912345608,Quectel EG25,867929068523100,730011455849074,3,Operator X,LTE,9964,,,75,730,02,2028,87656,-112,0,"[""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
495,9,IDLE,,0,+56962515275,0,9,2026-01-28 11:09:40,auto,1,0,0,+56912345609,Quectel EG25,867929068530890,730011455841741,1,Operator X,LTE,9182,,,53,730,02,1319,75050,-70,-5,"[""failed_timeout"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
496,10,IDLE,,0,+56962515275,0,10,2026-01-28 11:09:40,auto,1,0,0,+56912345610,Quectel EG25,867929068590195,730011455846012,5,Operator X,LTE,9926,,,63,730,02,8019,861237,-91,-8,"[""OK"", ""failed_timeout""]",,32.09820,34.84780,,Default_Session
477,1,IDLE,,0,+56962515275,0,1,2026-01-28 11:09:37,auto,1,0,0,+56912345601,Quectel EG25,867929068596769,730011455842498,3,Operator X,LTE,9375,,,87,730,02,1004,13211,-73,0,"[""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
478,2,IDLE,,0,+56962515275,0,2,2026-01-28 11:09:37,auto,1,0,0,+56912345602,Quectel EG25,867929068595902,730011455846374,3,Operator X,LTE,9113,,,54,730,02,7716,674910,-63,-1,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
479,3,IDLE,,0,+56962515275,0,3,2026-01-28 11:09:37,auto,1,0,0,+56912345603,Quectel EG25,867929068586749,730011455847645,1,Operator X,LTE,9878,,,57,730,02,4811,570470,-72,-18,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
480,4,IDLE,,0,+56962515275,0,4,2026-01-28 11:09:37,auto,1,0,0,+56912345604,Quectel EG25,867929068516291,730011455847980,5,Operator X,LTE,9421,,,89,730,02,3680,292813,-99,-5,"[""OK"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
481,5,IDLE,,0,+56962515275,0,5,2026-01-28 11:09:37,auto,1,0,0,+56912345605,Quectel EG25,867929068581721,730011455843854,1,Operator X,LTE,9326,,,72,730,02,2020,889725,-103,-16,"[""OK"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
482,6,IDLE,,0,+56962515275,0,6,2026-01-28 11:09:37,auto,1,0,0,+56912345606,Quectel EG25,867929068565159,730011455843400,1,Operator X,LTE,9206,,,91,730,02,1292,738680,-56,-8,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
483,7,IDLE,,0,+56962515275,0,7,2026-01-28 11:09:37,auto,1,0,0,+56912345607,Quectel EG25,867929068569603,730011455849931,1,Operator X,LTE,9313,,,10,730,02,7404,504243,-81,-2,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
484,8,IDLE,,0,+56962515275,0,8,2026-01-28 11:09:37,auto,1,0,0,+56912345608,Quectel EG25,867929068532916,730011455846831,3,Operator X,LTE,9210,,,65,730,02,2266,394909,-55,-13,"[""OK"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
485,9,IDLE,,0,+56962515275,0,9,2026-01-28 11:09:37,auto,1,0,0,+56912345609,Quectel EG25,867929068522897,730011455844017,3,Operator X,LTE,9536,,,10,730,02,7505,911653,-102,-8,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
486,10,IDLE,,0,+56962515275,0,10,2026-01-28 11:09:37,auto,1,0,0,+56912345610,Quectel EG25,867929068574169,730011455846953,5,Operator X,LTE,9486,,,50,730,02,3496,338395,-68,-16,"[""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
471,1,IDLE,,0,+56962515275,0,1,2026-01-28 11:09:34,auto,1,0,0,+56912345601,Quectel EG25,867929068528177,730011455848194,5,Operator X,LTE,9290,,,46,730,02,1073,155230,-87,0,"[""OK"", ""OK""]",,32.09818,34.84779,,Default_Session
472,2,IDLE,,0,+56962515275,0,2,2026-01-28 11:09:34,auto,1,0,0,+56912345602,Quectel EG25,867929068517329,730011455843447,5,Operator X,LTE,9786,,,82,730,02,5988,95084,-89,-4,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
473,3,IDLE,,0,+56962515275,0,3,2026-01-28 11:09:34,auto,1,0,0,+56912345603,Quectel EG25,867929068554772,730011455848326,1,Operator X,LTE,9381,,,89,730,02,1410,759764,-50,-20,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
474,4,IDLE,,0,+56962515275,0,4,2026-01-28 11:09:34,auto,1,0,0,+56912345604,Quectel EG25,867929068528721,730011455847940,3,Operator X,LTE,9285,,,100,730,02,6803,76946,-54,-10,"[""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
475,5,IDLE,,0,+56962515275,0,5,2026-01-28 11:09:34,auto,1,0,0,+56912345605,Quectel EG25,867929068554203,730011455849508,5,Operator X,LTE,9615,,,41,730,02,5367,647218,-54,-2,"[""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
476,6,IDLE,,0,+56962515275,0,6,2026-01-28 11:09:34,auto,1,0,0,+56912345606,Quectel EG25,867929068550999,730011455842012,1,Operator X,LTE,9654,,,37,730,02,8543,422840,-51,-1,"[""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
467,1,IDLE,,0,+56962515275,0,1,2026-01-28 11:09:30,auto,1,0,0,+56912345601,Quectel EG25,867929068520867,730011455841913,5,Operator X,LTE,9147,,,80,730,02,2640,832697,-78,-5,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
468,2,IDLE,,0,+56962515275,0,2,2026-01-28 11:09:30,auto,1,0,0,+56912345602,Quectel EG25,867929068519179,730011455843881,5,Operator X,LTE,9546,,,40,730,02,2156,706155,-70,-14,"[""OK"", ""OK""]",,32.09818,34.84779,,Default_Session
469,3,IDLE,,0,+56962515275,0,3,2026-01-28 11:09:30,auto,1,0,0,+56912345603,Quectel EG25,867929068539356,730011455844214,5,Operator X,LTE,9982,,,90,730,02,2429,833253,-73,-18,"[""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
470,4,IDLE,,0,+56962515275,0,4,2026-01-28 11:09:30,auto,1,0,0,+56912345604,Quectel EG25,867929068544911,730011455842116,5,Operator X,LTE,9608,,,65,730,02,1117,840216,-70,-13,"[""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
462,1,IDLE,,0,+56962515275,0,1,2026-01-28 11:09:27,auto,1,0,0,+56912345601,Quectel EG25,867929068536785,730011455849032,1,Operator X,LTE,9707,,,59,730,02,6492,907585,-90,-19,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
463,2,IDLE,,0,+56962515275,0,2,2026-01-28 11:09:27,auto,1,0,0,+56912345602,Quectel EG25,867929068588101,730011455845827,5,Operator X,LTE,9432,,,52,730,02,8077,354891,-59,0,"[""OK"", ""OK""]",,32.09818,34.84779,,Default_Session
464,3,IDLE,,0,+56962515275,0,3,2026-01-28 11:09:27,auto,1,0,0,+56912345603,Quectel EG25,867929068516226,730011455846446,1,Operator X,LTE,9102,,,75,730,02,1434,252675,-120,-6,"[""OK"", ""failed_timeout"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
465,4,IDLE,,0,+56962515275,0,4,2026-01-28 11:09:27,auto,1,0,0,+56912345604,Quectel EG25,867929068575462,730011455847046,5,Operator X,LTE,9383,,,98,730,02,5690,737663,-107,-14,"[""OK"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
466,5,IDLE,,0,+56962515275,0,5,2026-01-28 11:09:27,auto,1,0,0,+56912345605,Quectel EG25,867929068531863,730011455843955,3,Operator X,LTE,9734,,,65,730,02,7438,238631,-95,-12,"[""OK"", ""failed_timeout""]",,32.09818,34.84779,,Default_Session
